ZIP CODE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
California Resident,502,465,431,466,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Out of State,1,1,0,0,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
California Resident,195,216,206,173,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
California Resident,402,385,419,491,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Out of State,4,0,1,3,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
California Resident,1752,1873,1859,1812,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Out of State,6,3,4,5,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Does Not Reside in US,1,0,0,0,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Blank/Invalid,0,1,0,0,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
California Resident,1926,1924,1889,1809,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Out of State,1,2,1,2,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Unknown,0,0,0,2,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Blank/Invalid,3,2,0,0,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
California Resident,651,561,450,422,ST. LOUISE REGIONAL HOSPITAL #434138,Ambulatory Surgery
Out of State,0,0,0,2,ST. LOUISE REGIONAL HOSPITAL #434138,Ambulatory Surgery
Blank/Invalid,0,0,0,1,ST. LOUISE REGIONAL HOSPITAL #434138,Ambulatory Surgery
California Resident,808,829,799,725,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Out of State,0,0,1,1,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Unknown,0,0,0,1,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Blank/Invalid,0,0,0,1,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
California Resident,215,188,176,190,ST. ROSE HOSPITAL #010967,Ambulatory Surgery
Out of State,1,0,0,0,ST. ROSE HOSPITAL #010967,Ambulatory Surgery
California Resident,14681,14903,14713,14827,STANFORD HEALTH CARE #430905,Ambulatory Surgery
Out of State,351,416,342,398,STANFORD HEALTH CARE #430905,Ambulatory Surgery
Does Not Reside in US,0,7,6,6,STANFORD HEALTH CARE #430905,Ambulatory Surgery
Unknown,1,0,1,0,STANFORD HEALTH CARE #430905,Ambulatory Surgery
California Resident,3204,3485,3481,3881,STANFORD HEALTH CARE TRI-VALLEY #014050,Ambulatory Surgery
Out of State,21,20,16,20,STANFORD HEALTH CARE TRI-VALLEY #014050,Ambulatory Surgery
California Resident,809,365,342,1516,STANISLAUS SURGICAL HOSPITAL #504038,Ambulatory Surgery
Out of State,1,0,0,1,STANISLAUS SURGICAL HOSPITAL #504038,Ambulatory Surgery
California Resident,1526,1729,1730,1503,STOCKTON SURGERY CENTER #394096,Ambulatory Surgery
Out of State,3,1,3,3,STOCKTON SURGERY CENTER #394096,Ambulatory Surgery
California Resident,3013,3312,3119,3389,SURGECENTER OF PALO ALTO #431040,Ambulatory Surgery
Out of State,22,20,28,19,SURGECENTER OF PALO ALTO #431040,Ambulatory Surgery
Does Not Reside in US,5,0,0,0,SURGECENTER OF PALO ALTO #431040,Ambulatory Surgery
California Resident,2606,2607,2594,2673,SURGERY CENTER FREMONT #014344,Ambulatory Surgery
Out of State,7,11,7,7,SURGERY CENTER FREMONT #014344,Ambulatory Surgery
Does Not Reside in US,1,2,0,0,SURGERY CENTER FREMONT #014344,Ambulatory Surgery
California Resident,252,231,204,245,SURGERY CENTER LOS ALTOS #434286,Ambulatory Surgery
Out of State,2,1,4,1,SURGERY CENTER LOS ALTOS #434286,Ambulatory Surgery
Does Not Reside in US,1,0,0,0,SURGERY CENTER LOS ALTOS #434286,Ambulatory Surgery
California Resident,4452,4490,4541,4749,SURGERY CENTER MOUNTAIN VIEW #434191,Ambulatory Surgery
Out of State,15,13,18,17,SURGERY CENTER MOUNTAIN VIEW #434191,Ambulatory Surgery
Does Not Reside in US,2,2,2,3,SURGERY CENTER MOUNTAIN VIEW #434191,Ambulatory Surgery
California Resident,1891,2006,1852,2148,SURGERY CENTER SAN CARLOS #414144,Ambulatory Surgery
Out of State,9,11,7,12,SURGERY CENTER SAN CARLOS #414144,Ambulatory Surgery
California Resident,409,395,338,269,SURGERY CENTER SAN JOSE #434271,Ambulatory Surgery
Out of State,5,5,3,3,SURGERY CENTER SAN JOSE #434271,Ambulatory Surgery
California Resident,58,82,85,53,SUTTER AMADOR HOSPITAL #034002,Ambulatory Surgery
California Resident,1127,1264,1237,1221,SUTTER AUBURN FAITH HOSPITAL #310791,Ambulatory Surgery
Out of State,6,4,4,4,SUTTER AUBURN FAITH HOSPITAL #310791,Ambulatory Surgery
California Resident,255,299,237,264,SUTTER COAST HOSPITAL #084001,Ambulatory Surgery
Out of State,66,62,40,62,SUTTER COAST HOSPITAL #084001,Ambulatory Surgery
California Resident,922,1023,978,1076,SUTTER DAVIS HOSPITAL #574010,Ambulatory Surgery
Out of State,3,1,0,4,SUTTER DAVIS HOSPITAL #574010,Ambulatory Surgery
Does Not Reside in US,0,0,1,0,SUTTER DAVIS HOSPITAL #574010,Ambulatory Surgery
Blank/Invalid,0,0,1,0,SUTTER DAVIS HOSPITAL #574010,Ambulatory Surgery
California Resident,656,661,635,605,SUTTER DELTA MEDICAL CENTER #070934,Ambulatory Surgery
Out of State,0,3,2,0,SUTTER DELTA MEDICAL CENTER #070934,Ambulatory Surgery
California Resident,409,461,438,442,SUTTER LAKESIDE HOSPITAL #171395,Ambulatory Surgery
Out of State,1,0,0,0,SUTTER LAKESIDE HOSPITAL #171395,Ambulatory Surgery
Unknown,1,0,0,0,SUTTER LAKESIDE HOSPITAL #171395,Ambulatory Surgery
California Resident,2876,2661,2605,2948,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ #444012,Ambulatory Surgery
Out of State,4,8,8,5,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ #444012,Ambulatory Surgery
California Resident,4320,4545,4571,4768,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Ambulatory Surgery
Out of State,12,9,13,18,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Ambulatory Surgery
Does Not Reside in US,0,0,0,1,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Ambulatory Surgery
Unknown,1,2,2,1,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Ambulatory Surgery
California Resident,3403,3459,3401,3402,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
Out of State,6,11,15,11,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
Does Not Reside in US,0,0,1,0,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
Blank/Invalid,0,1,0,0,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
California Resident,1883,2314,2414,6611,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
Out of State,9,5,9,23,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
Does Not Reside in US,0,0,2,2,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
California Resident,1457,1535,1540,1614,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
Out of State,3,6,11,4,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
California Resident,514,463,471,467,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
Out of State,2,1,3,0,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
Unknown,1,0,0,1,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
California Resident,469,398,471,521,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
Out of State,3,0,0,0,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
California Resident,875,1016,1158,1092,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
Out of State,1,3,2,2,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
Unknown,0,0,1,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
Blank/Invalid,0,0,1,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
California Resident,1517,1470,1454,1768,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
Out of State,220,225,194,237,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
Does Not Reside in US,1,0,0,1,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
California Resident,442,450,517,423,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
Out of State,4,3,3,2,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
California Resident,1487,1426,1560,1542,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
Out of State,4,1,2,4,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
Unknown,1,0,0,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
Blank/Invalid,0,1,0,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
California Resident,7874,7078,5784,5841,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
Out of State,40,38,42,28,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
Does Not Reside in US,1,1,1,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
Unknown,0,0,2,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
California Resident,1178,1335,1282,1292,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
Out of State,14,6,6,3,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
California Resident,49,128,100,48,TRINITY HOSPITAL #531059,Ambulatory Surgery
California Resident,17064,17759,18169,17479,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
Out of State,300,258,270,275,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
Does Not Reside in US,18,10,13,22,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
Unknown,18,12,11,9,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
Blank/Invalid,0,2,2,2,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
California Resident,893,1048,1003,1096,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
Out of State,2,2,1,2,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
Unknown,0,1,0,0,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
Blank/Invalid,2,0,4,2,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
California Resident,1132,1210,1181,1253,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
Out of State,0,0,4,2,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
Blank/Invalid,2,0,0,0,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
California Resident,1292,1322,1313,1223,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
Out of State,9,8,7,6,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
Does Not Reside in US,0,1,0,0,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
Unknown,1,0,0,1,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
California Resident,1594,1724,1572,1315,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
Out of State,11,9,14,7,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
Unknown,3,1,1,0,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
California Resident,436,391,346,387,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
Out of State,39,40,37,50,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
Unknown,2,1,1,3,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
Blank/Invalid,0,0,1,0,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
California Resident,563,581,571,581,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
Out of State,2,7,4,8,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
California Resident,14813,14893,14136,13055,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
Out of State,206,203,248,180,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
Unknown,8,10,2,6,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
Blank/Invalid,2,1,0,0,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
California Resident,7484,7892,7855,7691,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
Out of State,95,115,96,95,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
Unknown,0,0,1,0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
Blank/Invalid,0,1,0,0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
California Resident,7177,7363,7912,8262,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
Out of State,84,76,102,89,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
Does Not Reside in US,0,0,1,0,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
Unknown,0,0,1,0,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
California Resident,1777,1779,1941,1961,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
Out of State,5,3,14,15,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
Blank/Invalid,1,1,3,2,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
California Resident,750,690,752,683,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
Out of State,25,26,41,30,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
Does Not Reside in US,2,0,2,0,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
California Resident,896,923,965,919,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
Out of State,10,19,15,13,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
Does Not Reside in US,0,1,2,0,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
Blank/Invalid,0,0,1,0,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
California Resident,2629,2272,2432,2231,VALLEY CHILDREN'S HOSPITAL #204019,Ambulatory Surgery
Out of State,1,0,2,1,VALLEY CHILDREN'S HOSPITAL #204019,Ambulatory Surgery
Does Not Reside in US,0,0,1,0,VALLEY CHILDREN'S HOSPITAL #204019,Ambulatory Surgery
California Resident,1754,1911,1881,1838,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
Out of State,0,2,0,2,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
Blank/Invalid,1,0,1,0,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
California Resident,1685,1634,1655,1681,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
Out of State,0,1,0,2,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
California Resident,10,7,8,3,VIBRA HOSPITAL OF SACRAMENTO #344035,Ambulatory Surgery
California Resident,546,524,550,545,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
Out of State,1,1,1,0,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
Does Not Reside in US,1,1,5,0,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
Unknown,0,4,0,0,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
California Resident,531,538,557,480,"VISALIA CHILDREN'S DENTAL SURGERY CENTER, INC. #544082",Ambulatory Surgery
California Resident,804,806,810,839,WASHINGTON HOSPITAL - FREMONT #010987,Ambulatory Surgery
Out of State,4,7,3,6,WASHINGTON HOSPITAL - FREMONT #010987,Ambulatory Surgery
California Resident,920,906,806,739,WATSONVILLE COMMUNITY HOSPITAL #444013,Ambulatory Surgery
Out of State,0,1,0,0,WATSONVILLE COMMUNITY HOSPITAL #444013,Ambulatory Surgery
Does Not Reside in US,0,0,2,0,WATSONVILLE COMMUNITY HOSPITAL #444013,Ambulatory Surgery
Unknown,0,2,1,0,WATSONVILLE COMMUNITY HOSPITAL #444013,Ambulatory Surgery
California Resident,20,13,20,16,WEST ANAHEIM MEDICAL CENTER #301379,Ambulatory Surgery
California Resident,460,462,519,446,WHITTIER HOSPITAL MEDICAL CENTER #190883,Ambulatory Surgery
Blank/Invalid,0,0,1,0,WHITTIER HOSPITAL MEDICAL CENTER #190883,Ambulatory Surgery
California Resident,1903,1737,1675,1658,WOODLAND MEMORIAL HOSPITAL #571086,Ambulatory Surgery
Out of State,4,2,4,1,WOODLAND MEMORIAL HOSPITAL #571086,Ambulatory Surgery
