ZIP CODE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Out of State,106,165,178,154,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Emergency Department
Does Not Reside in US,1,0,2,0,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Emergency Department
Unknown,317,342,279,161,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Emergency Department
Blank/Invalid,129,88,76,31,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Emergency Department
California Resident,1178,1263,1187,1237,NORWALK COMMUNITY HOSPITAL #190570,Emergency Department
Out of State,12,18,17,13,NORWALK COMMUNITY HOSPITAL #190570,Emergency Department
Does Not Reside in US,1,1,4,3,NORWALK COMMUNITY HOSPITAL #190570,Emergency Department
Unknown,14,45,47,51,NORWALK COMMUNITY HOSPITAL #190570,Emergency Department
Blank/Invalid,8,6,2,5,NORWALK COMMUNITY HOSPITAL #190570,Emergency Department
California Resident,4041,4236,3981,3926,NOVATO COMMUNITY HOSPITAL #214034,Emergency Department
Out of State,52,43,46,51,NOVATO COMMUNITY HOSPITAL #214034,Emergency Department
Does Not Reside in US,3,2,5,10,NOVATO COMMUNITY HOSPITAL #214034,Emergency Department
Unknown,24,13,11,4,NOVATO COMMUNITY HOSPITAL #214034,Emergency Department
Blank/Invalid,3,1,0,2,NOVATO COMMUNITY HOSPITAL #214034,Emergency Department
California Resident,15109,15883,15113,15302,O'CONNOR HOSPITAL #430837,Emergency Department
Out of State,129,156,118,128,O'CONNOR HOSPITAL #430837,Emergency Department
Does Not Reside in US,4,0,13,0,O'CONNOR HOSPITAL #430837,Emergency Department
Unknown,0,1,0,3,O'CONNOR HOSPITAL #430837,Emergency Department
Blank/Invalid,0,14,1,8,O'CONNOR HOSPITAL #430837,Emergency Department
California Resident,4957,4829,4765,4828,OAK VALLEY HOSPITAL DISTRICT #500967,Emergency Department
Out of State,29,46,37,29,OAK VALLEY HOSPITAL DISTRICT #500967,Emergency Department
Does Not Reside in US,41,43,36,38,OAK VALLEY HOSPITAL DISTRICT #500967,Emergency Department
Unknown,0,3,5,0,OAK VALLEY HOSPITAL DISTRICT #500967,Emergency Department
California Resident,4784,4939,4991,4701,ORANGE COUNTY GLOBAL MEDICAL CENTER #301566,Emergency Department
Out of State,73,68,81,88,ORANGE COUNTY GLOBAL MEDICAL CENTER #301566,Emergency Department
Does Not Reside in US,4,2,0,1,ORANGE COUNTY GLOBAL MEDICAL CENTER #301566,Emergency Department
Unknown,8,17,45,53,ORANGE COUNTY GLOBAL MEDICAL CENTER #301566,Emergency Department
California Resident,2484,2791,2721,2580,ORCHARD HOSPITAL #040802,Emergency Department
Out of State,18,14,11,22,ORCHARD HOSPITAL #040802,Emergency Department
Unknown,0,0,1,0,ORCHARD HOSPITAL #040802,Emergency Department
Blank/Invalid,1,0,0,0,ORCHARD HOSPITAL #040802,Emergency Department
California Resident,2690,3164,2854,2906,OROVILLE HOSPITAL #040937,Emergency Department
Out of State,15,21,17,33,OROVILLE HOSPITAL #040937,Emergency Department
Unknown,1,0,0,0,OROVILLE HOSPITAL #040937,Emergency Department
Blank/Invalid,2,0,2,0,OROVILLE HOSPITAL #040937,Emergency Department
California Resident,1710,1902,1677,1495,PACIFICA HOSPITAL OF THE VALLEY #190696,Emergency Department
Out of State,15,18,15,11,PACIFICA HOSPITAL OF THE VALLEY #190696,Emergency Department
Does Not Reside in US,1,0,0,0,PACIFICA HOSPITAL OF THE VALLEY #190696,Emergency Department
Unknown,11,13,1,40,PACIFICA HOSPITAL OF THE VALLEY #190696,Emergency Department
Blank/Invalid,0,0,4,2,PACIFICA HOSPITAL OF THE VALLEY #190696,Emergency Department
California Resident,20462,21658,22393,24238,PALMDALE REGIONAL MEDICAL CENTER #196405,Emergency Department
Out of State,140,172,219,217,PALMDALE REGIONAL MEDICAL CENTER #196405,Emergency Department
Does Not Reside in US,1,1,2,0,PALMDALE REGIONAL MEDICAL CENTER #196405,Emergency Department
Unknown,5,2,4,3,PALMDALE REGIONAL MEDICAL CENTER #196405,Emergency Department
California Resident,2054,1974,1999,6027,PALO VERDE HOSPITAL #331288,Emergency Department
Out of State,356,205,271,832,PALO VERDE HOSPITAL #331288,Emergency Department
Does Not Reside in US,0,0,2,2,PALO VERDE HOSPITAL #331288,Emergency Department
Unknown,0,0,1,1,PALO VERDE HOSPITAL #331288,Emergency Department
Blank/Invalid,1,0,0,1,PALO VERDE HOSPITAL #331288,Emergency Department
California Resident,16555,17477,17391,17198,PALOMAR MEDICAL CENTER  #374382,Emergency Department
Out of State,248,215,203,194,PALOMAR MEDICAL CENTER  #374382,Emergency Department
Does Not Reside in US,3,3,7,6,PALOMAR MEDICAL CENTER  #374382,Emergency Department
Unknown,144,67,51,36,PALOMAR MEDICAL CENTER  #374382,Emergency Department
Blank/Invalid,10,0,12,4,PALOMAR MEDICAL CENTER  #374382,Emergency Department
California Resident,6670,6988,6918,6791,PALOMAR MEDICAL CENTER POWAY #370977,Emergency Department
Out of State,122,116,140,144,PALOMAR MEDICAL CENTER POWAY #370977,Emergency Department
Does Not Reside in US,3,0,6,2,PALOMAR MEDICAL CENTER POWAY #370977,Emergency Department
Unknown,34,24,11,10,PALOMAR MEDICAL CENTER POWAY #370977,Emergency Department
California Resident,3727,3949,3952,3808,PARADISE VALLEY HOSPITAL #370759,Emergency Department
Out of State,73,91,77,88,PARADISE VALLEY HOSPITAL #370759,Emergency Department
Does Not Reside in US,46,4,5,19,PARADISE VALLEY HOSPITAL #370759,Emergency Department
Unknown,169,97,105,116,PARADISE VALLEY HOSPITAL #370759,Emergency Department
Blank/Invalid,0,0,1,1,PARADISE VALLEY HOSPITAL #370759,Emergency Department
California Resident,4090,4493,4139,4424,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
Out of State,55,79,92,72,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
Does Not Reside in US,2,4,2,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
Unknown,10,1,0,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
Blank/Invalid,4,0,0,0,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
California Resident,8181,8457,8712,7225,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
Out of State,131,130,138,118,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
Does Not Reside in US,26,12,24,26,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
Unknown,778,867,935,760,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
Blank/Invalid,10,8,7,12,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
California Resident,12448,12930,13341,11934,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
Out of State,40,76,68,49,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
Does Not Reside in US,0,0,4,1,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
Unknown,233,218,212,177,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
Blank/Invalid,4,14,2,7,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
California Resident,14921,15169,15653,13628,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
Out of State,65,90,61,82,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
Does Not Reside in US,0,0,5,6,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
Unknown,370,400,348,286,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
Blank/Invalid,7,7,7,7,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
California Resident,10676,10452,10103,11240,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
Out of State,163,80,77,158,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
Does Not Reside in US,19,16,27,31,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
Unknown,17,19,6,7,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
Blank/Invalid,0,0,0,2,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
California Resident,1009,1127,1160,969,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
Out of State,17,41,52,31,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
Does Not Reside in US,0,0,1,0,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
Unknown,1,1,1,0,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
California Resident,19718,20316,20112,20089,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Out of State,165,144,174,197,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Does Not Reside in US,0,4,7,0,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Unknown,0,0,0,2,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Blank/Invalid,14,7,12,11,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
California Resident,11330,11543,11545,11878,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Out of State,84,83,107,100,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Does Not Reside in US,28,34,48,35,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Blank/Invalid,0,1,1,1,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
California Resident,11458,11850,11907,13275,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Out of State,135,181,147,164,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Does Not Reside in US,4,5,8,16,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Unknown,0,5,4,6,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
California Resident,22761,23228,21699,23920,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Out of State,71,90,82,95,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Does Not Reside in US,0,1,2,2,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Unknown,11,20,18,7,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Blank/Invalid,0,1,0,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
California Resident,8465,8644,8496,8646,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Out of State,65,69,52,72,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Does Not Reside in US,6,4,3,6,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Unknown,12,6,6,8,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
California Resident,9920,9823,9815,10204,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Out of State,107,104,143,152,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Does Not Reside in US,23,21,23,18,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Unknown,10,2,2,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Blank/Invalid,3,0,0,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
California Resident,9661,10262,10789,10426,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Out of State,246,250,290,320,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Does Not Reside in US,8,6,6,2,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Unknown,13,12,9,7,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Blank/Invalid,10,0,6,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
California Resident,3194,3367,3553,3403,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Out of State,205,218,260,220,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Does Not Reside in US,9,11,17,13,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Unknown,1,0,1,14,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Blank/Invalid,4,0,0,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
California Resident,6818,7211,7037,6809,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Out of State,113,165,175,153,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Does Not Reside in US,4,8,8,12,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Unknown,7,5,9,8,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Blank/Invalid,2,1,0,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
California Resident,2676,2769,2652,2592,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Out of State,18,34,43,29,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Does Not Reside in US,0,4,4,0,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
California Resident,14804,15551,15185,15870,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Out of State,306,322,323,307,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Does Not Reside in US,17,19,28,17,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Unknown,56,48,23,19,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Blank/Invalid,6,2,0,0,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
California Resident,9578,10356,9671,9734,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
Out of State,107,154,165,107,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
Does Not Reside in US,3,5,1,4,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
Unknown,6,8,10,8,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
California Resident,18029,17993,19041,18862,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
Out of State,178,192,245,278,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
Does Not Reside in US,9,3,12,9,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
Unknown,3,7,2,1,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
Blank/Invalid,10,1,0,1,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
California Resident,7289,7559,7801,7967,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Emergency Department
Out of State,96,120,173,105,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Emergency Department
Does Not Reside in US,3,5,4,2,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Emergency Department
Unknown,6,1,3,3,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Emergency Department
Blank/Invalid,0,1,0,0,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Emergency Department
California Resident,13231,14648,14681,14883,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Emergency Department
Out of State,93,127,123,138,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Emergency Department
Does Not Reside in US,2,6,15,1,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Emergency Department
Unknown,4,0,3,9,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Emergency Department
Blank/Invalid,4,1,0,0,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Emergency Department
California Resident,18008,18701,18308,18929,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Emergency Department
Out of State,116,111,109,96,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Emergency Department
Does Not Reside in US,0,3,1,5,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Emergency Department
Unknown,1,2,3,4,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Emergency Department
Blank/Invalid,5,2,1,0,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Emergency Department
California Resident,23372,22537,21374,24529,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Emergency Department
Out of State,249,325,358,270,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Emergency Department
Does Not Reside in US,48,19,50,23,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Emergency Department
Unknown,23,29,35,40,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Emergency Department
Blank/Invalid,0,13,0,1,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Emergency Department
California Resident,11141,11451,11788,11956,REDLANDS COMMUNITY HOSPITAL #361308,Emergency Department
Out of State,95,107,93,94,REDLANDS COMMUNITY HOSPITAL #361308,Emergency Department
Does Not Reside in US,1,0,2,2,REDLANDS COMMUNITY HOSPITAL #361308,Emergency Department
Unknown,8,24,9,6,REDLANDS COMMUNITY HOSPITAL #361308,Emergency Department
Blank/Invalid,6,6,5,5,REDLANDS COMMUNITY HOSPITAL #361308,Emergency Department
California Resident,17898,18825,17129,16879,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Emergency Department
Out of State,121,134,121,116,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Emergency Department
Does Not Reside in US,1,1,0,0,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Emergency Department
Unknown,5,2,0,4,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Emergency Department
Blank/Invalid,2,4,9,0,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Emergency Department
California Resident,3745,3876,3838,3761,RIDGECREST REGIONAL HOSPITAL #150782,Emergency Department
Out of State,49,79,42,68,RIDGECREST REGIONAL HOSPITAL #150782,Emergency Department
Does Not Reside in US,1,11,6,8,RIDGECREST REGIONAL HOSPITAL #150782,Emergency Department
Unknown,3,1,2,1,RIDGECREST REGIONAL HOSPITAL #150782,Emergency Department
Blank/Invalid,0,0,2,0,RIDGECREST REGIONAL HOSPITAL #150782,Emergency Department
California Resident,21385,22969,23005,23797,RIVERSIDE COMMUNITY HOSPITAL #331312,Emergency Department
Out of State,180,226,209,187,RIVERSIDE COMMUNITY HOSPITAL #331312,Emergency Department
Does Not Reside in US,1,4,4,3,RIVERSIDE COMMUNITY HOSPITAL #331312,Emergency Department
Unknown,27,22,6,24,RIVERSIDE COMMUNITY HOSPITAL #331312,Emergency Department
Blank/Invalid,16,12,14,1,RIVERSIDE COMMUNITY HOSPITAL #331312,Emergency Department
California Resident,19492,19946,20561,21121,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Emergency Department
Out of State,78,96,106,128,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Emergency Department
Does Not Reside in US,0,6,4,4,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Emergency Department
Unknown,47,47,54,62,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Emergency Department
California Resident,8990,8978,8148,8629,RONALD REAGAN UCLA MEDICAL CENTER #190796,Emergency Department
Out of State,416,379,336,378,RONALD REAGAN UCLA MEDICAL CENTER #190796,Emergency Department
Does Not Reside in US,7,12,17,14,RONALD REAGAN UCLA MEDICAL CENTER #190796,Emergency Department
Unknown,37,28,21,41,RONALD REAGAN UCLA MEDICAL CENTER #190796,Emergency Department
Blank/Invalid,1,3,0,2,RONALD REAGAN UCLA MEDICAL CENTER #190796,Emergency Department
California Resident,6452,6518,6720,6830,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
Out of State,229,259,257,207,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
Does Not Reside in US,34,31,53,35,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
Unknown,2,3,1,2,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
Blank/Invalid,0,2,0,0,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
California Resident,13020,14060,13283,13649,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
Out of State,34,66,87,52,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
Does Not Reside in US,0,5,3,3,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
Unknown,6,4,11,4,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
Blank/Invalid,0,0,6,0,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
California Resident,19540,19658,20338,19733,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
Out of State,217,237,247,232,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
Does Not Reside in US,1,7,0,0,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
Unknown,326,330,414,216,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
Blank/Invalid,19,44,52,73,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
California Resident,3001,3307,3467,3588,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
Out of State,38,34,32,42,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
Does Not Reside in US,1,1,0,2,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
Unknown,8,21,25,24,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
California Resident,5502,5596,5756,5945,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
Out of State,41,41,48,43,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
Unknown,0,0,17,16,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
Blank/Invalid,48,48,34,28,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
California Resident,9513,9840,9831,10338,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
Out of State,60,101,81,97,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
Does Not Reside in US,0,2,0,3,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
Unknown,1,3,8,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
Blank/Invalid,0,0,0,1,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
California Resident,11002,11644,12262,11363,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
Out of State,50,55,45,42,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
Does Not Reside in US,0,4,1,3,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
Unknown,0,0,3,1,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
Blank/Invalid,5,3,6,9,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
California Resident,9676,10164,9543,8984,SAN MATEO MEDICAL CENTER #410782,Emergency Department
Out of State,39,66,58,52,SAN MATEO MEDICAL CENTER #410782,Emergency Department
Does Not Reside in US,0,0,1,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
Unknown,280,283,269,100,SAN MATEO MEDICAL CENTER #410782,Emergency Department
Blank/Invalid,55,28,33,4,SAN MATEO MEDICAL CENTER #410782,Emergency Department
California Resident,4446,4731,4448,4281,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
Out of State,60,90,72,77,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
Unknown,18,2,1,4,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
Blank/Invalid,4,2,6,3,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
California Resident,10219,10971,11192,11131,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
Out of State,261,262,309,293,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
Does Not Reside in US,8,8,12,9,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
Unknown,402,411,369,288,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
Blank/Invalid,36,33,44,27,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
California Resident,16419,16561,16236,15230,SANTA CLARA VALLEY MEDICAL CENTER #430883,Emergency Department
Out of State,64,99,109,98,SANTA CLARA VALLEY MEDICAL CENTER #430883,Emergency Department
Does Not Reside in US,3,7,36,0,SANTA CLARA VALLEY MEDICAL CENTER #430883,Emergency Department
Unknown,1,1,0,0,SANTA CLARA VALLEY MEDICAL CENTER #430883,Emergency Department
Blank/Invalid,0,20,0,30,SANTA CLARA VALLEY MEDICAL CENTER #430883,Emergency Department
California Resident,8633,8771,8461,8619,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Emergency Department
Out of State,232,276,264,234,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Emergency Department
Does Not Reside in US,10,17,27,24,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Emergency Department
Unknown,9,21,18,9,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Emergency Department
Blank/Invalid,0,0,2,1,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Emergency Department
California Resident,2462,2682,2651,2905,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Emergency Department
Out of State,37,58,58,52,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Emergency Department
Does Not Reside in US,3,1,2,4,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Emergency Department
Unknown,5,10,9,7,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Emergency Department
Blank/Invalid,4,6,3,4,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Emergency Department
California Resident,11433,12030,12719,12858,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Emergency Department
Out of State,340,390,526,411,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Emergency Department
Does Not Reside in US,23,14,22,20,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Emergency Department
Unknown,302,292,308,263,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Emergency Department
Blank/Invalid,1,0,0,0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Emergency Department
California Resident,9295,9562,9791,9736,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Emergency Department
Out of State,375,398,486,355,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Emergency Department
Does Not Reside in US,35,15,26,23,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Emergency Department
Unknown,474,400,483,370,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Emergency Department
California Resident,21699,22237,23427,22554,SCRIPPS MERCY HOSPITAL #370744,Emergency Department
Out of State,513,568,628,493,SCRIPPS MERCY HOSPITAL #370744,Emergency Department
