DISPOSITION,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Discharged to home or self care (routine discharge),338,307,277,215,SAN GORGONIO MEMORIAL HOSPITAL #331326,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,0,3,1,8,SAN GORGONIO MEMORIAL HOSPITAL #331326,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,2,2,1,SAN GORGONIO MEMORIAL HOSPITAL #331326,Ambulatory Surgery
Left against medical advice or discontinued care,0,1,0,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Ambulatory Surgery
Discharged home with hospice care,0,0,1,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged to home or self care (routine discharge),767,833,938,847,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),5,6,2,3,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged/Transferred to a federal health care facility,2,1,1,1,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,1,0,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,0,0,1,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,1,1,1,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,1,0,1,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,313,311,302,333,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,11,8,5,4,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,5,3,8,3,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Expired,0,0,1,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Discharged to home or self care (routine discharge),193,204,161,146,SAN JOSE DENTAL SURGERY CENTER #434201,Ambulatory Surgery
Discharged to home or self care (routine discharge),893,827,877,571,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Discharged/Transferred to a hospital-based Medicare approved swing bed,1,0,1,0,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,0,0,3,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,7,17,10,4,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,0,3,2,1,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,0,1,1,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Discharged to home or self care (routine discharge),1100,1086,1033,1124,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Discharged/Transferred to a designated Cancer Center or Children's Hospital,15,18,15,9,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,0,1,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,7,5,10,12,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,2,1,2,0,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,2,0,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Discharged home with hospice care,1,1,0,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged to a medical facility with hospice care,1,1,2,2,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged to home or self care (routine discharge),2537,2702,2666,2548,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),2,4,1,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged/Transferred to a federal health care facility,0,1,0,0,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),2,3,1,2,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,0,1,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,0,0,0,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,3,4,2,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,2,0,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,1,2,0,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,103,98,91,60,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,10,9,4,8,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Left against medical advice or discontinued care,1,0,1,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Discharged home with hospice care,0,0,1,1,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged to home or self care (routine discharge),5485,6189,7413,6185,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to a Critical Access Hospital (CAH),0,1,0,0,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),7,13,7,12,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,2,1,0,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,0,1,0,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
"Discharged/Transferred to a Nursing Facility certified under Medicaid (Medi-Cal), but not certified under Medicare with a Planned Acute Care Hospital Inpatient Readmission",1,0,0,0,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,0,0,2,0,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,1,0,0,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,1,0,0,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,2,0,0,2,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,5,2,11,8,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,1,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,1,0,1,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,4,13,5,5,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Left against medical advice or discontinued care,1,1,2,1,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Other,0,2,3,1,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Discharged home with hospice care,0,2,6,0,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Discharged to home or self care (routine discharge),5876,6408,6924,6611,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Discharged/Transferred to a Federal Health Care Facility with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,1,0,0,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Discharged/Transferred to a Medicare certified Long Term Care Hospital (LTCH) with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,4,5,2,3,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,2,1,3,1,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,0,6,7,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,7,10,3,10,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Left against medical advice or discontinued care,4,0,1,3,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Discharged home with hospice care,0,1,0,0,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Ambulatory Surgery
Discharged to a medical facility with hospice care,1,0,0,0,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Ambulatory Surgery
Discharged to home or self care (routine discharge),164,190,174,147,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,0,1,0,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Ambulatory Surgery
Discharged home with hospice care,7,4,4,3,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged to home or self care (routine discharge),4844,4720,4633,4927,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged/Transferred to a designated Cancer Center or Children's Hospital,0,0,1,1,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged/Transferred to a designated Disaster Alternative Care Site.,1,1,2,1,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,1,1,0,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,2,1,0,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged/Transferred to an Inpatient Rehabilitation Facility (IRF) including Rehabilitation Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,2,4,16,8,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,0,2,1,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,1,0,2,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged/Transferred to Skilled Nursing Facility (SNF) with Medicare Certification with a Planned Acute Care Hospital Inpatient Readmission,0,0,0,1,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Discharged to home or self care (routine discharge),1589,1654,1465,1320,SCRIPPS HEALTH ASC JEFFERSON #370642,Ambulatory Surgery
Discharged home with hospice care,1,2,1,1,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged to a medical facility with hospice care,0,1,0,0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged to home or self care (routine discharge),1646,1736,1642,1655,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged/Transferred to a designated Disaster Alternative Care Site.,0,0,1,0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,1,0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,0,1,0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,0,3,2,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,8,0,2,1,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,3,3,4,4,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,3,3,1,4,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged/Transferred to Skilled Nursing Facility (SNF) with Medicare Certification with a Planned Acute Care Hospital Inpatient Readmission,2,1,3,3,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,0,1,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Discharged home with hospice care,9,5,15,13,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged to a medical facility with hospice care,1,0,0,0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged to home or self care (routine discharge),5285,5404,5374,5269,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged/Transferred to a designated Disaster Alternative Care Site.,2,0,0,0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),6,9,8,4,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,0,0,0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,2,1,2,0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged/Transferred to a Short Term General Hospital for Inpatient Care with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,25,27,14,17,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,3,4,2,3,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,5,3,3,3,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged/Transferred to Skilled Nursing Facility (SNF) with Medicare Certification with a Planned Acute Care Hospital Inpatient Readmission,0,0,0,1,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Discharged home with hospice care,5,6,8,7,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged to a medical facility with hospice care,0,1,0,0,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged to home or self care (routine discharge),2960,2818,2942,3009,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged/Transferred to a designated Disaster Alternative Care Site.,1,1,2,0,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,1,0,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,1,1,0,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,3,3,1,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,1,1,0,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged/Transferred to an Inpatient Rehabilitation Facility (IRF) including Rehabilitation Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,1,0,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,6,8,8,8,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,11,8,6,9,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged/Transferred to Skilled Nursing Facility (SNF) with Medicare Certification with a Planned Acute Care Hospital Inpatient Readmission,1,1,1,0,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Left against medical advice or discontinued care,3,0,0,0,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Discharged to home or self care (routine discharge),33,40,57,44,SENECA DISTRICT HOSPITAL #321016,Ambulatory Surgery
Discharged to home or self care (routine discharge),1606,1644,1633,1700,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Discharged/Transferred to a Critical Access Hospital (CAH),0,0,1,0,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,9,7,14,25,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,2,2,4,2,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Expired,0,2,0,1,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,0,1,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Discharged to home or self care (routine discharge),1664,1750,1789,1611,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",1,0,0,0,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,0,1,0,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,1,0,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,2,0,0,0,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,2,2,4,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Error/Unknown,0,0,1,0,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Not Provided/Blank,1,0,1,0,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Discharged home with hospice care,0,0,0,1,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Discharged to home or self care (routine discharge),866,699,736,740,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,1,0,1,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,0,0,1,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,9,3,14,25,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,3,0,6,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,0,2,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Discharged to home or self care (routine discharge),608,769,769,782,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,0,0,0,1,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,0,0,0,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Left against medical advice or discontinued care,1,0,0,0,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Discharged to home or self care (routine discharge),4702,4282,4541,4948,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Discharged/Transferred to a Federal Health Care Facility with a Planned Acute Care Hospital Inpatient Readmission,0,0,0,1,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,1,0,0,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,0,0,0,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,0,0,1,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,1,0,0,2,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,6,5,8,11,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,10,7,9,4,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Error/Unknown,0,1,0,0,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Left against medical advice or discontinued care,1,0,0,0,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Other,4,0,0,0,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Discharged to home or self care (routine discharge),964,743,771,651,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),1,1,0,1,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Discharged/Transferred to a federal health care facility,0,0,0,1,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,3,0,0,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,5,0,1,0,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,1,0,1,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,3,2,1,1,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,2,3,2,3,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,7,6,10,1,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Left against medical advice or discontinued care,4,2,1,0,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Discharged to home or self care (routine discharge),25,29,21,28,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,2,3,1,0,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Discharged home with hospice care,0,0,0,1,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Discharged to home or self care (routine discharge),165,220,214,200,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Discharged to home or self care (routine discharge),285,309,358,373,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Other,0,1,1,0,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
