PREFERRED LANGUAGE SPOKEN,PREFERRED LANGUAGE SPOKEN_1,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
HIN,Hindi,0,1,0,0,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
LAO,Lao,0,1,1,1,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
CMN,Mandarin,2,1,2,0,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
MKH,Mon-Khmer,1,1,0,0,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
PAN,Panjabi; Punjabi,1,0,0,0,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
POL,Polish,1,0,0,0,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
POR,Portuguese,0,0,1,0,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
SGN,Sign Language,1,2,1,0,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
SPA,Spanish,86,120,116,126,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
TGL,Tagalog,0,1,0,1,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
TIR,Tigrinya,1,1,1,1,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
VIE,Vietnamese,0,3,2,2,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
999,Unknown,4,0,8,5,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
ARA,Arabic,0,3,3,2,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,0,0,1,0,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
ENG,English,447,369,381,375,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
HIN,Hindi,0,2,0,1,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
ILO,Ilocano; Iloko,0,0,1,1,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
ITA,Italian,0,0,0,1,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
KOR,Korean,1,1,1,1,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
CMN,Mandarin,0,1,0,0,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
PAN,Panjabi; Punjabi,1,2,3,0,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
RUS,Russian,0,0,0,1,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
SGN,Sign Language,0,0,0,1,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
SPA,Spanish,53,65,56,66,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
TGL,Tagalog,12,15,24,14,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
TON,Tonga,0,1,0,0,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
UKR,Ukrainian,0,0,0,1,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
URD,Urdu,0,1,0,0,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
VIE,Vietnamese,3,0,2,3,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
999,Unknown,0,4,2,1,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
ENG,English,435,366,430,483,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
HMN,Hmong,0,0,0,1,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
KOR,Korean,1,0,0,0,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
CMN,Mandarin,0,0,0,1,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
PAN,Panjabi; Punjabi,8,3,9,14,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
PER,Persian,0,0,2,0,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
POR,Portuguese,0,0,1,0,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
SGN,Sign Language,0,0,1,0,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
SPA,Spanish,27,28,27,21,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
VIE,Vietnamese,1,0,0,0,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
999,Unknown,0,1,1,1,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
ARA,Arabic,1,0,3,2,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
BUR,Burmese,1,3,1,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,0,0,2,2,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
CHI,Chinese,2,1,2,1,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
ENG,English,750,863,977,944,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
PES,Farsi,5,4,13,5,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
FRE,French,0,0,1,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
HIN,Hindi,1,7,2,5,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
HMN,Hmong,0,1,1,1,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
KOR,Korean,0,1,1,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
LAO,Lao,1,1,4,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
MAL,Malayalam,1,1,0,1,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
CMN,Mandarin,0,1,1,1,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
IUM,Mien; lu Mien,0,2,0,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
MKH,Mon-Khmer,1,1,2,1,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
PAN,Panjabi; Punjabi,20,20,27,16,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
PUS,Pashto,2,0,1,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
PER,Persian,4,6,5,7,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
POR,Portuguese,2,2,3,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
SGN,Sign Language,0,0,0,1,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
SPA,Spanish,67,90,94,89,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
TGL,Tagalog,7,3,8,9,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
TEL,Telugu,1,1,1,3,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
THA,Thai,0,1,0,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
TIR,Tigrinya,1,0,0,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
URD,Urdu,1,2,3,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
VIE,Vietnamese,4,3,9,3,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
999,Unknown,4,5,1,3,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
ENG,English,1629,1588,1515,1827,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
FRE,French,1,0,0,0,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
RUS,Russian,1,2,0,1,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
SGN,Sign Language,0,0,2,1,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
SPA,Spanish,105,104,131,177,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
THA,Thai,1,0,0,0,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
VIE,Vietnamese,0,1,0,0,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
999,Unknown,1,0,0,0,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
ARA,Arabic,0,0,0,1,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
ENG,English,421,420,480,402,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
PES,Farsi,0,0,0,1,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
HIN,Hindi,1,1,0,0,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
JPN,Japanese,1,0,0,0,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
KOR,Korean,1,0,0,0,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
LAO,Lao,0,1,0,1,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
MKH,Mon-Khmer,0,1,1,0,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
PAN,Panjabi; Punjabi,0,0,1,0,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
PER,Persian,1,0,0,1,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
SPA,Spanish,18,27,36,18,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
TGL,Tagalog,3,3,1,0,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
999,Unknown,0,0,1,1,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
ARA,Arabic,0,2,2,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
ARM,Armenian,0,0,1,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
BUL,Bulgarian,0,0,0,1,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
BUR,Burmese,0,1,0,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,0,2,2,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
CHI,Chinese,1,0,3,2,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
ENG,English,1354,1282,1389,1375,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
PES,Farsi,4,4,2,3,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
CPF,French Creole,1,0,0,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
HIN,Hindi,4,0,3,2,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
JPN,Japanese,0,0,1,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
KOR,Korean,2,0,0,2,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
CMN,Mandarin,1,1,2,2,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
IUM,Mien; lu Mien,1,1,0,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
NAV,Navajo,1,0,1,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
NEP,Nepali,1,0,0,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
PAN,Panjabi; Punjabi,2,7,19,4,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
PER,Persian,1,1,1,1,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
POL,Polish,0,0,1,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
POR,Portuguese,0,0,0,1,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
RUM,Romanian,0,0,1,1,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
RUS,Russian,2,1,2,3,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
SRP,Serbian,0,0,1,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
SPA,Spanish,107,109,115,128,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
TGL,Tagalog,5,12,8,14,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
THA,Thai,0,0,1,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
UKR,Ukrainian,1,0,0,0,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
VIE,Vietnamese,3,5,5,5,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
999,Unknown,1,0,2,2,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
ARA,Arabic,19,5,4,5,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
ARM,Armenian,3,2,0,2,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,6,6,6,5,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
CHI,Chinese,20,31,18,8,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
ENG,English,7396,6614,5406,5469,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
PES,Farsi,2,4,2,5,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
FRE,French,1,0,1,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
GER,German,0,0,1,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
GUJ,Gujarati,0,1,0,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
HIN,Hindi,2,1,0,2,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
HMN,Hmong,0,1,1,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
ILO,Ilocano; Iloko,0,1,0,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
ITA,Italian,2,3,1,1,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
JPN,Japanese,31,27,39,42,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
KOR,Korean,51,41,33,35,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
CMN,Mandarin,10,4,8,11,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
NAV,Navajo,0,1,0,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
,Not Provided/Blank,17,5,6,7,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
PER,Persian,6,7,4,2,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
POR,Portuguese,0,1,2,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
RUS,Russian,6,4,3,1,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
SGN,Sign Language,0,0,0,1,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
SPA,Spanish,306,323,268,247,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
TGL,Tagalog,23,15,11,9,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
THA,Thai,0,1,0,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
TON,Tonga,2,0,0,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
URD,Urdu,2,0,0,2,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
VIE,Vietnamese,6,11,9,7,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
999,Unknown,4,8,6,8,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
ARA,Arabic,0,3,0,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
CHI,Chinese,0,4,0,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
ENG,English,1016,1154,1118,1140,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
FRE,French,0,0,0,1,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
GLA,Gaelic,0,0,0,2,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
GER,German,0,2,2,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
HIN,Hindi,0,1,0,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
ITA,Italian,0,1,0,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
JPN,Japanese,0,0,0,1,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
KOR,Korean,1,2,1,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
CMN,Mandarin,0,0,0,1,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
PAN,Panjabi; Punjabi,2,1,2,1,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
PER,Persian,0,2,1,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
POL,Polish,1,0,0,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
POR,Portuguese,1,0,0,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
RUM,Romanian,2,0,0,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
RUS,Russian,3,0,2,1,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
SPA,Spanish,165,168,157,139,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
TGL,Tagalog,0,1,2,2,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
TUR,Turkish,0,1,1,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
UKR,Ukrainian,0,1,0,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
999,Unknown,1,0,2,7,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
ENG,English,48,127,100,48,TRINITY HOSPITAL #531059,Ambulatory Surgery
HMN,Hmong,1,1,0,0,TRINITY HOSPITAL #531059,Ambulatory Surgery
AMH,Amharic,2,3,5,4,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
ARA,Arabic,118,125,114,135,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
ARM,Armenian,1,2,0,1,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
BUR,Burmese,0,0,0,1,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,25,25,25,23,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
CHI,Chinese,23,17,24,19,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
DUT,Dutch,1,1,1,0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
ENG,English,15331,15791,16030,15402,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
PES,Farsi,39,32,51,40,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
FRE,French,3,5,2,4,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
CPF,French Creole,1,0,2,0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
GER,German,1,0,0,0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
GRE,Greek,0,0,1,0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
GUJ,Gujarati,0,0,1,1,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
HEB,Hebrew,13,3,8,7,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
HIN,Hindi,0,1,5,2,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
ILO,Ilocano; Iloko,0,2,1,0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
IND,Indonesian,1,0,0,0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
ITA,Italian,1,2,0,2,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
JPN,Japanese,6,12,8,9,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
KOR,Korean,16,28,28,39,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
LAO,Lao,2,2,3,4,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
CMN,Mandarin,57,70,68,64,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
MKH,Mon-Khmer,13,14,6,8,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
NNO,Norwegian,0,1,0,0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
PAN,Panjabi; Punjabi,1,2,2,4,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
PUS,Pashto,9,10,9,7,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
PER,Persian,18,6,11,16,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
POL,Polish,1,0,3,1,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
POR,Portuguese,3,3,4,10,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
RUM,Romanian,1,3,1,2,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
RUS,Russian,27,39,49,31,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
SMO,Samoan,0,1,2,0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
SRP,Serbian,0,0,0,2,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
SGN,Sign Language,14,14,24,11,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
SOM,Somali,2,5,5,5,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
SPA,Spanish,1435,1586,1696,1643,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
SWA,Swahili,1,1,1,3,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
TGL,Tagalog,19,18,20,24,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
TEL,Telugu,0,3,2,0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
THA,Thai,2,0,1,2,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
TON,Tonga,0,0,1,0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
TUR,Turkish,2,2,1,4,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
UKR,Ukrainian,2,2,2,4,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
URD,Urdu,0,0,1,1,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
VIE,Vietnamese,121,119,135,134,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
999,Unknown,88,91,112,118,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
ARA,Arabic,6,8,6,4,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
CHI,Chinese,3,2,5,3,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
ENG,English,453,541,519,578,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
PES,Farsi,1,2,2,3,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
FIL,Filipino,3,2,2,0,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
FRE,French,0,0,0,1,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
IND,Indonesian,1,0,0,1,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
JPN,Japanese,0,1,1,0,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
KOR,Korean,3,6,5,4,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
LAO,Lao,1,0,0,0,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
POL,Polish,1,0,0,0,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
POR,Portuguese,2,4,2,0,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
RUS,Russian,0,0,2,1,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
SMO,Samoan,0,0,1,0,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
SPA,Spanish,188,256,256,303,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
TGL,Tagalog,1,2,2,1,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
TUR,Turkish,0,0,1,1,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
UKR,Ukrainian,1,0,0,0,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
VIE,Vietnamese,228,223,202,199,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
999,Unknown,5,4,2,1,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
ARA,Arabic,0,3,3,3,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
