ETHNICITY,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Unknown,96,112,103,102,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Hispanic or Latino,736,1740,1849,1721,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,2001,5157,5103,4666,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Unknown,217,700,715,638,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Hispanic or Latino,727,733,715,642,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1032,1087,1082,912,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Unknown,28,37,48,31,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Hispanic or Latino,1886,2032,2141,2062,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,2356,2581,2501,2554,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Unknown,23,18,31,31,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Hispanic or Latino,458,418,434,432,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,991,1002,974,1038,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Unknown,11,15,14,25,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Hispanic or Latino,320,297,291,328,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,383,319,339,391,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
Hispanic or Latino,105,129,90,69,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,331,336,170,126,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
Unknown,19,22,2,8,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
Hispanic or Latino,31,38,23,50,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,246,261,253,285,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
Unknown,3,2,3,2,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
Hispanic or Latino,2,2,1,5,RIDGECREST REGIONAL HOSPITAL AMBULATORY SURGERY CENTER #150798,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,7,4,1,12,RIDGECREST REGIONAL HOSPITAL AMBULATORY SURGERY CENTER #150798,Ambulatory Surgery
Unknown,1,1,0,2,RIDGECREST REGIONAL HOSPITAL AMBULATORY SURGERY CENTER #150798,Ambulatory Surgery
Hispanic or Latino,974,910,858,866,RIVERSIDE COMMUNITY HOSPITAL #331312,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1108,1053,1058,1071,RIVERSIDE COMMUNITY HOSPITAL #331312,Ambulatory Surgery
Unknown,151,146,177,197,RIVERSIDE COMMUNITY HOSPITAL #331312,Ambulatory Surgery
Hispanic or Latino,1904,1814,1849,1754,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,976,908,925,853,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Ambulatory Surgery
Unknown,29,24,21,28,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER #334487,Ambulatory Surgery
Hispanic or Latino,1718,1732,1781,1687,RONALD REAGAN UCLA MEDICAL CENTER #190796,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,6832,7115,7202,6802,RONALD REAGAN UCLA MEDICAL CENTER #190796,Ambulatory Surgery
Not Provided/Blank,1,0,0,0,RONALD REAGAN UCLA MEDICAL CENTER #190796,Ambulatory Surgery
Unknown,947,1116,997,1131,RONALD REAGAN UCLA MEDICAL CENTER #190796,Ambulatory Surgery
Hispanic or Latino,228,224,250,256,SAINT JOHN'S HEALTH CENTER #190756,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,2110,2269,2151,2191,SAINT JOHN'S HEALTH CENTER #190756,Ambulatory Surgery
Unknown,119,142,111,106,SAINT JOHN'S HEALTH CENTER #190756,Ambulatory Surgery
Hispanic or Latino,389,413,451,400,SALIDA SURGERY CENTER #504055,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,185,161,208,173,SALIDA SURGERY CENTER #504055,Ambulatory Surgery
Unknown,0,0,0,2,SALIDA SURGERY CENTER #504055,Ambulatory Surgery
Hispanic or Latino,407,499,465,509,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,243,249,254,266,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Ambulatory Surgery
Unknown,2,0,1,0,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Ambulatory Surgery
Hispanic or Latino,810,788,884,837,SAN ANTONIO REGIONAL HOSPITAL #361318,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1094,1156,1173,1168,SAN ANTONIO REGIONAL HOSPITAL #361318,Ambulatory Surgery
Unknown,110,62,51,57,SAN ANTONIO REGIONAL HOSPITAL #361318,Ambulatory Surgery
Hispanic or Latino,115,104,132,172,SAN DIMAS COMMUNITY HOSPITAL #190673,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,283,278,361,211,SAN DIMAS COMMUNITY HOSPITAL #190673,Ambulatory Surgery
Unknown,0,0,0,18,SAN DIMAS COMMUNITY HOSPITAL #190673,Ambulatory Surgery
Hispanic or Latino,160,158,138,144,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,323,325,341,337,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Ambulatory Surgery
Unknown,13,10,6,3,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Ambulatory Surgery
Hispanic or Latino,112,114,113,104,SAN GORGONIO MEMORIAL HOSPITAL #331326,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,227,199,167,120,SAN GORGONIO MEMORIAL HOSPITAL #331326,Ambulatory Surgery
Hispanic or Latino,450,472,522,502,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,545,580,641,575,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Unknown,108,113,97,116,SAN JOAQUIN GENERAL HOSPITAL #391010,Ambulatory Surgery
Hispanic or Latino,105,116,94,92,SAN JOSE DENTAL SURGERY CENTER #434201,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,88,88,67,54,SAN JOSE DENTAL SURGERY CENTER #434201,Ambulatory Surgery
Hispanic or Latino,527,525,568,379,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,348,270,293,180,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Unknown,26,52,30,21,SAN MATEO MEDICAL CENTER #410782,Ambulatory Surgery
Hispanic or Latino,89,81,89,66,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,988,957,906,1005,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Unknown,47,72,67,75,SAN RAMON REGIONAL MEDICAL CENTER #074017,Ambulatory Surgery
Hispanic or Latino,739,829,843,730,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1816,1884,1807,1809,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Not Provided/Blank,13,16,11,12,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Unknown,91,97,110,78,SANTA BARBARA COTTAGE HOSPITAL #420514,Ambulatory Surgery
Hispanic or Latino,3165,3538,4319,3637,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,2254,2587,2994,2442,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Unknown,90,102,133,138,SANTA CLARA VALLEY MEDICAL CENTER #430883,Ambulatory Surgery
Hispanic or Latino,967,989,1134,1024,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,4439,4836,5120,4948,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Unknown,488,605,691,663,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL #190687,Ambulatory Surgery
Hispanic or Latino,22,32,22,17,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,139,153,146,127,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Ambulatory Surgery
Unknown,4,6,7,3,SANTA YNEZ VALLEY COTTAGE HOSPITAL #420522,Ambulatory Surgery
Hispanic or Latino,564,533,563,606,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,4226,4142,4043,4280,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Not Provided/Blank,1,0,0,0,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Unknown,66,59,54,58,SCRIPPS GREEN HOSPITAL #371256,Ambulatory Surgery
Hispanic or Latino,218,215,204,162,SCRIPPS HEALTH ASC JEFFERSON #370642,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1339,1397,1233,1129,SCRIPPS HEALTH ASC JEFFERSON #370642,Ambulatory Surgery
Unknown,32,42,28,29,SCRIPPS HEALTH ASC JEFFERSON #370642,Ambulatory Surgery
Hispanic or Latino,310,380,344,366,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1337,1351,1290,1278,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Not Provided/Blank,0,0,1,1,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Unknown,18,15,24,26,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS #371394,Ambulatory Surgery
Hispanic or Latino,725,776,797,772,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,4564,4611,4565,4476,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Not Provided/Blank,0,0,0,1,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Unknown,51,66,56,61,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA #370771,Ambulatory Surgery
Hispanic or Latino,1261,1215,1289,1260,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1707,1617,1654,1760,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Unknown,20,16,31,14,SCRIPPS MERCY HOSPITAL #370744,Ambulatory Surgery
Hispanic or Latino,0,1,2,3,SENECA DISTRICT HOSPITAL #321016,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,31,36,53,39,SENECA DISTRICT HOSPITAL #321016,Ambulatory Surgery
Unknown,2,3,2,2,SENECA DISTRICT HOSPITAL #321016,Ambulatory Surgery
Hispanic or Latino,103,128,104,106,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1508,1522,1535,1593,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Unknown,6,5,13,30,SEQUOIA HOSPITAL #410891,Ambulatory Surgery
Hispanic or Latino,1208,1701,1754,968,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,438,9,0,625,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Unknown,23,42,41,22,SHARP CHULA VISTA MEDICAL CENTER #370875,Ambulatory Surgery
Hispanic or Latino,357,641,696,180,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,502,0,0,534,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Unknown,16,66,54,62,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Ambulatory Surgery
Hispanic or Latino,167,732,745,207,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,437,9,2,547,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Unknown,6,28,22,29,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS #370695,Ambulatory Surgery
Hispanic or Latino,1921,3919,4255,948,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,2641,34,18,3670,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Unknown,164,343,285,349,SHARP MEMORIAL HOSPITAL #370694,Ambulatory Surgery
Hispanic or Latino,44,19,14,13,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,939,740,771,638,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Unknown,4,2,1,8,SHASTA REGIONAL MEDICAL CENTER #450940,Ambulatory Surgery
Hispanic or Latino,16,11,10,11,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,10,21,11,17,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Unknown,1,0,1,0,SHERMAN OAKS HOSPITAL  #190708,Ambulatory Surgery
Hispanic or Latino,99,131,121,114,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,65,76,93,84,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Unknown,1,13,0,3,SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER #197915,Ambulatory Surgery
Hispanic or Latino,106,117,122,115,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,166,155,162,181,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Unknown,13,38,75,77,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF. #344114,Ambulatory Surgery
Hispanic or Latino,15,11,7,11,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,204,211,205,220,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Unknown,23,18,22,18,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Ambulatory Surgery
Hispanic or Latino,663,740,703,704,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,473,502,504,445,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Unknown,3,3,8,2,SIERRA VIEW MEDICAL CENTER #540798,Ambulatory Surgery
Hispanic or Latino,56,70,70,85,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,306,238,240,267,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Unknown,9,32,33,35,SONOMA VALLEY HOSPITAL #491076,Ambulatory Surgery
Hispanic or Latino,94,111,103,132,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,160,110,90,111,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Unknown,0,10,1,1,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Ambulatory Surgery
Hispanic or Latino,354,257,189,237,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,295,477,449,449,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Not Provided/Blank,0,0,0,1,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Ambulatory Surgery
Hispanic or Latino,13,3,3,5,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD #190380,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,15,24,17,8,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD #190380,Ambulatory Surgery
Hispanic or Latino,221,233,208,247,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,629,690,660,662,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Unknown,11,17,9,14,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Ambulatory Surgery
Hispanic or Latino,2286,2358,2219,2308,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,2840,3125,3065,3004,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Unknown,99,105,101,102,ST. AGNES MEDICAL CENTER #100899,Ambulatory Surgery
Hispanic or Latino,573,617,627,545,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,505,550,512,490,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Unknown,27,16,24,14,ST. BERNARDINE MEDICAL CENTER #361339,Ambulatory Surgery
Hispanic or Latino,73,66,78,71,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,429,398,351,395,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Unknown,1,2,2,0,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Ambulatory Surgery
Hispanic or Latino,148,164,161,140,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,45,51,42,33,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Unknown,2,1,3,0,ST. FRANCIS MEDICAL CENTER #190754,Ambulatory Surgery
Hispanic or Latino,119,121,118,134,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,266,250,280,343,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Unknown,21,14,22,17,ST. JOHN'S HOSPITAL CAMARILLO #560508,Ambulatory Surgery
Hispanic or Latino,718,761,818,776,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,993,1065,1005,994,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Unknown,48,51,40,47,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Ambulatory Surgery
Hispanic or Latino,528,620,559,582,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1380,1289,1311,1204,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Unknown,22,19,20,27,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Ambulatory Surgery
Hispanic or Latino,334,310,230,217,ST. LOUISE REGIONAL HOSPITAL #434138,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,308,249,210,204,ST. LOUISE REGIONAL HOSPITAL #434138,Ambulatory Surgery
Unknown,9,2,10,4,ST. LOUISE REGIONAL HOSPITAL #434138,Ambulatory Surgery
Hispanic or Latino,392,417,426,414,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,415,410,370,310,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Unknown,1,2,4,4,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Ambulatory Surgery
Hispanic or Latino,61,53,61,67,ST. ROSE HOSPITAL #010967,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,152,131,111,120,ST. ROSE HOSPITAL #010967,Ambulatory Surgery
Unknown,3,4,4,3,ST. ROSE HOSPITAL #010967,Ambulatory Surgery
Hispanic or Latino,2697,2773,2821,2801,STANFORD HEALTH CARE #430905,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,11850,12049,11736,11924,STANFORD HEALTH CARE #430905,Ambulatory Surgery
Unknown,486,504,505,506,STANFORD HEALTH CARE #430905,Ambulatory Surgery
Hispanic or Latino,362,412,414,514,STANFORD HEALTH CARE TRI-VALLEY #014050,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,2789,3001,3010,3302,STANFORD HEALTH CARE TRI-VALLEY #014050,Ambulatory Surgery
Not Provided/Blank,0,0,0,1,STANFORD HEALTH CARE TRI-VALLEY #014050,Ambulatory Surgery
Unknown,74,92,73,84,STANFORD HEALTH CARE TRI-VALLEY #014050,Ambulatory Surgery
Hispanic or Latino,269,131,104,504,STANISLAUS SURGICAL HOSPITAL #504038,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,536,234,237,1007,STANISLAUS SURGICAL HOSPITAL #504038,Ambulatory Surgery
Not Provided/Blank,5,0,0,5,STANISLAUS SURGICAL HOSPITAL #504038,Ambulatory Surgery
Unknown,0,0,1,1,STANISLAUS SURGICAL HOSPITAL #504038,Ambulatory Surgery
Hispanic or Latino,362,431,420,387,STOCKTON SURGERY CENTER #394096,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1153,1278,1293,1108,STOCKTON SURGERY CENTER #394096,Ambulatory Surgery
Unknown,14,21,20,11,STOCKTON SURGERY CENTER #394096,Ambulatory Surgery
Hispanic or Latino,253,295,248,278,SURGECENTER OF PALO ALTO #431040,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,2781,2982,2810,3123,SURGECENTER OF PALO ALTO #431040,Ambulatory Surgery
Unknown,6,55,89,7,SURGECENTER OF PALO ALTO #431040,Ambulatory Surgery
Hispanic or Latino,169,220,191,231,SURGERY CENTER FREMONT #014344,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1098,1672,1520,1955,SURGERY CENTER FREMONT #014344,Ambulatory Surgery
Unknown,1347,728,890,494,SURGERY CENTER FREMONT #014344,Ambulatory Surgery
Hispanic or Latino,22,8,13,17,SURGERY CENTER LOS ALTOS #434286,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,193,172,158,182,SURGERY CENTER LOS ALTOS #434286,Ambulatory Surgery
Unknown,40,52,37,47,SURGERY CENTER LOS ALTOS #434286,Ambulatory Surgery
Hispanic or Latino,364,368,373,398,SURGERY CENTER MOUNTAIN VIEW #434191,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,3423,3463,3501,3679,SURGERY CENTER MOUNTAIN VIEW #434191,Ambulatory Surgery
Unknown,682,674,687,692,SURGERY CENTER MOUNTAIN VIEW #434191,Ambulatory Surgery
Hispanic or Latino,175,212,191,257,SURGERY CENTER SAN CARLOS #414144,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1560,1670,1478,1766,SURGERY CENTER SAN CARLOS #414144,Ambulatory Surgery
Unknown,165,135,190,137,SURGERY CENTER SAN CARLOS #414144,Ambulatory Surgery
Hispanic or Latino,38,35,27,21,SURGERY CENTER SAN JOSE #434271,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,296,273,238,201,SURGERY CENTER SAN JOSE #434271,Ambulatory Surgery
Unknown,80,92,76,50,SURGERY CENTER SAN JOSE #434271,Ambulatory Surgery
Hispanic or Latino,1,9,7,7,SUTTER AMADOR HOSPITAL #034002,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,55,69,75,46,SUTTER AMADOR HOSPITAL #034002,Ambulatory Surgery
Unknown,2,4,3,0,SUTTER AMADOR HOSPITAL #034002,Ambulatory Surgery
Hispanic or Latino,49,74,59,67,SUTTER AUBURN FAITH HOSPITAL #310791,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1031,1130,1116,1091,SUTTER AUBURN FAITH HOSPITAL #310791,Ambulatory Surgery
Unknown,53,64,66,67,SUTTER AUBURN FAITH HOSPITAL #310791,Ambulatory Surgery
Hispanic or Latino,41,37,30,26,SUTTER COAST HOSPITAL #084001,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,276,310,240,294,SUTTER COAST HOSPITAL #084001,Ambulatory Surgery
Unknown,4,14,7,6,SUTTER COAST HOSPITAL #084001,Ambulatory Surgery
Hispanic or Latino,220,236,234,271,SUTTER DAVIS HOSPITAL #574010,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,669,721,692,747,SUTTER DAVIS HOSPITAL #574010,Ambulatory Surgery
Unknown,36,67,54,62,SUTTER DAVIS HOSPITAL #574010,Ambulatory Surgery
Hispanic or Latino,145,186,145,115,SUTTER DELTA MEDICAL CENTER #070934,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,489,453,470,469,SUTTER DELTA MEDICAL CENTER #070934,Ambulatory Surgery
Unknown,22,25,22,21,SUTTER DELTA MEDICAL CENTER #070934,Ambulatory Surgery
Hispanic or Latino,60,75,61,75,SUTTER LAKESIDE HOSPITAL #171395,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,348,375,367,361,SUTTER LAKESIDE HOSPITAL #171395,Ambulatory Surgery
Unknown,3,11,10,6,SUTTER LAKESIDE HOSPITAL #171395,Ambulatory Surgery
Hispanic or Latino,423,453,436,490,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ #444012,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,2227,2048,2003,2293,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ #444012,Ambulatory Surgery
Unknown,230,168,174,170,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ #444012,Ambulatory Surgery
Hispanic or Latino,687,760,771,794,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Ambulatory Surgery
Non Hispanic or Latino Ethnicity,3459,3566,3601,3765,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Ambulatory Surgery
Unknown,187,230,214,229,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Ambulatory Surgery
Hispanic or Latino,356,401,388,419,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,2842,2845,2826,2813,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
Unknown,211,225,203,181,SUTTER ROSEVILLE MEDICAL CENTER #311000,Ambulatory Surgery
Hispanic or Latino,176,232,248,656,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1311,1625,1655,4591,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
Unknown,405,462,522,1389,SUTTER SAMARITAN SURGERY CENTER #430021,Ambulatory Surgery
Hispanic or Latino,225,241,276,273,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1154,1200,1176,1246,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
Unknown,81,100,99,99,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Ambulatory Surgery
Hispanic or Latino,99,113,120,118,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
