PREFERRED LANGUAGE SPOKEN,PREFERRED LANGUAGE SPOKEN_1,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
CMN,Mandarin,5,5,9,5,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
MON,Mongolian,0,0,1,2,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
MKH,Mon-Khmer,1,0,0,2,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
PAN,Panjabi; Punjabi,0,1,0,0,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
PUS,Pashto,3,2,2,2,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
PER,Persian,8,7,5,5,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
POL,Polish,2,5,2,5,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
POR,Portuguese,7,6,9,6,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
RUM,Romanian,1,1,0,0,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
RUS,Russian,68,63,53,78,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
SRP,Serbian,0,0,0,3,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
SGN,Sign Language,1,1,3,0,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
SPA,Spanish,387,372,443,380,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
SWA,Swahili,1,0,1,0,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
SWE,Swedish,0,0,1,1,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
TGL,Tagalog,0,4,1,0,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
THA,Thai,0,0,0,1,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
TIR,Tigrinya,1,1,0,0,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
TUR,Turkish,10,6,8,7,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
UKR,Ukrainian,0,2,1,5,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
VIE,Vietnamese,1,2,1,1,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
999,Unknown,30,22,22,36,SAINT JOHN'S HEALTH CENTER #190756,Emergency Department
ARA,Arabic,5,11,12,16,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
ARM,Armenian,1,2,1,1,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
BUR,Burmese,0,1,0,0,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
YUE,Cantonese; Yue Chinese,2,1,0,1,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
CHI,Chinese,0,1,1,1,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
ENG,English,8830,9229,8860,9352,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
FRE,French,0,1,0,0,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
GER,German,0,1,1,0,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
GUJ,Gujarati,0,3,2,3,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
HIN,Hindi,2,1,2,1,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
ITA,Italian,1,0,1,1,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
JPN,Japanese,5,5,2,6,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
KOR,Korean,4,4,4,5,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
CMN,Mandarin,0,2,2,1,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
PAN,Panjabi; Punjabi,0,2,2,0,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
PUS,Pashto,0,1,0,0,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
POR,Portuguese,0,0,0,3,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
RUM,Romanian,0,1,0,0,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
RUS,Russian,1,1,0,0,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
SGN,Sign Language,0,0,2,1,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
SPA,Spanish,4170,4829,4445,4274,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
TGL,Tagalog,3,5,3,4,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
TON,Tonga,2,0,0,0,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
VIE,Vietnamese,6,6,1,2,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
999,Unknown,28,28,49,36,SALINAS VALLEY HEALTH MEDICAL CENTER #270875,Emergency Department
ARA,Arabic,32,32,51,38,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
ARM,Armenian,1,2,1,2,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
YUE,Cantonese; Yue Chinese,6,5,4,5,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
CHI,Chinese,26,18,10,27,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
HRV,Croatian,1,0,1,1,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
ENG,English,18312,18497,19269,18429,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
PES,Farsi,6,5,4,7,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
FRE,French,0,0,0,1,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
GRE,Greek,1,1,1,0,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
GUJ,Gujarati,0,1,2,0,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
HIN,Hindi,4,6,5,6,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
HUN,Hungarian,2,4,1,1,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
IND,Indonesian,0,2,1,0,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
ITA,Italian,1,0,2,0,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
JPN,Japanese,1,0,0,0,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
KOR,Korean,5,7,8,10,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
LAO,Lao,0,2,1,0,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
CMN,Mandarin,51,44,48,38,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
NAV,Navajo,1,4,1,4,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
PAN,Panjabi; Punjabi,9,6,4,9,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
PER,Persian,0,2,4,2,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
POR,Portuguese,3,4,2,8,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
RUS,Russian,4,2,0,6,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
SMO,Samoan,8,2,4,5,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
SGN,Sign Language,4,0,0,1,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
SPA,Spanish,1561,1571,1569,1606,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
TGL,Tagalog,4,12,6,5,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
THA,Thai,3,1,4,1,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
TON,Tonga,1,0,1,0,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
URD,Urdu,6,2,2,4,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
VIE,Vietnamese,24,24,23,16,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
YID,Yiddish,1,0,0,0,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
999,Unknown,25,20,22,22,SAN ANTONIO REGIONAL HOSPITAL #361318,Emergency Department
ARA,Arabic,2,2,0,5,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
YUE,Cantonese; Yue Chinese,0,0,1,0,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
CHI,Chinese,3,2,5,7,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
ENG,English,2909,3197,3349,3467,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
IND,Indonesian,1,0,0,0,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
CMN,Mandarin,4,3,6,0,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
RUS,Russian,2,2,0,0,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
SPA,Spanish,124,155,159,174,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
THA,Thai,1,1,0,0,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
TUR,Turkish,0,0,3,0,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
VIE,Vietnamese,1,1,1,1,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
999,Unknown,1,0,0,2,SAN DIMAS COMMUNITY HOSPITAL #190673,Emergency Department
ARA,Arabic,1,2,6,2,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
ARM,Armenian,3,1,2,4,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
BUR,Burmese,0,0,0,1,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
CHI,Chinese,777,795,822,826,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
ENG,English,4034,4054,4177,4343,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
FRE,French,2,0,1,2,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
GER,German,0,0,1,0,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
GUJ,Gujarati,0,1,0,0,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
HIN,Hindi,0,0,0,1,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
IND,Indonesian,2,1,1,1,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
ITA,Italian,0,0,0,1,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
JPN,Japanese,4,1,1,4,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
KOR,Korean,1,8,4,6,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
PER,Persian,0,1,1,1,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
POR,Portuguese,1,0,1,0,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
RUS,Russian,4,4,2,3,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
SRP,Serbian,0,0,0,1,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
SPA,Spanish,521,560,594,606,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
TGL,Tagalog,5,4,11,7,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
THA,Thai,0,2,5,1,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
URD,Urdu,0,0,0,1,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
VIE,Vietnamese,203,209,183,191,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
999,Unknown,33,42,43,30,SAN GABRIEL VALLEY MEDICAL CENTER #190200,Emergency Department
ARA,Arabic,3,6,3,4,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
ARM,Armenian,1,2,1,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
YUE,Cantonese; Yue Chinese,1,1,0,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
CHI,Chinese,0,2,7,1,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
ENG,English,9016,9286,9251,9790,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
FRE,French,0,0,2,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
GER,German,2,2,0,1,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
HIN,Hindi,1,0,0,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
HMN,Hmong,2,2,1,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
HUN,Hungarian,2,2,0,1,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
IND,Indonesian,1,1,0,1,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
JPN,Japanese,0,2,0,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
KOR,Korean,4,2,2,2,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
LAO,Lao,2,3,4,1,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
CMN,Mandarin,0,1,1,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
POL,Polish,1,0,0,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
POR,Portuguese,1,1,2,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
RUS,Russian,2,0,0,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
SGN,Sign Language,1,1,0,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
SPA,Spanish,521,626,635,627,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
TGL,Tagalog,1,2,2,1,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
THA,Thai,0,0,0,1,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
URD,Urdu,0,1,0,0,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
VIE,Vietnamese,0,3,2,4,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
999,Unknown,12,0,7,5,SAN GORGONIO MEMORIAL HOSPITAL #331326,Emergency Department
AMH,Amharic,0,0,2,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
ARA,Arabic,22,14,14,12,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
ARM,Armenian,1,1,0,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
BEN,Bengali,0,2,0,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
BUR,Burmese,0,0,3,3,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
YUE,Cantonese; Yue Chinese,5,12,10,9,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
CHI,Chinese,2,1,3,3,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
HRV,Croatian,0,1,0,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
ENG,English,8469,8881,9338,8659,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
EPO,Esperanto,0,0,1,2,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
EST,Estonian,0,1,0,1,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
PES,Farsi,3,3,2,7,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
FIJ,Fijian,0,2,0,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
FIL,Filipino,1,2,0,2,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
FRE,French,1,2,1,1,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
GER,German,0,0,1,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
GUJ,Gujarati,1,0,0,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
HIN,Hindi,20,16,21,18,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
HMN,Hmong,2,4,9,4,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
IBO,Igbo,0,4,2,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
ILO,Ilocano; Iloko,1,0,0,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
JPN,Japanese,0,0,0,4,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
KOR,Korean,1,1,1,2,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
LAO,Lao,13,16,6,8,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
LAV,Latvian,0,0,1,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
MAL,Malayalam,0,2,0,3,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
CMN,Mandarin,0,3,8,1,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
NEP,Nepali,2,2,1,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
PAN,Panjabi; Punjabi,150,172,199,199,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
PER,Persian,1,3,1,2,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
POR,Portuguese,3,0,2,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
RUM,Romanian,0,1,2,3,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
RUS,Russian,0,1,2,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
SMO,Samoan,2,1,1,5,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
SGN,Sign Language,5,2,10,7,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
SPA,Spanish,2244,2437,2566,2333,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
SWA,Swahili,1,1,0,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
TGL,Tagalog,18,23,32,33,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
TEL,Telugu,0,1,1,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
THA,Thai,1,0,1,2,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
TON,Tonga,1,1,0,1,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
TUR,Turkish,0,0,1,0,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
URD,Urdu,10,14,10,14,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
VIE,Vietnamese,11,8,11,18,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
999,Unknown,66,71,54,62,SAN JOAQUIN GENERAL HOSPITAL #391010,Emergency Department
ALB,Albanian,0,0,1,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
ARA,Arabic,56,35,39,33,SAN MATEO MEDICAL CENTER #410782,Emergency Department
ARM,Armenian,1,0,2,6,SAN MATEO MEDICAL CENTER #410782,Emergency Department
BAQ,Basque,0,0,0,1,SAN MATEO MEDICAL CENTER #410782,Emergency Department
BUL,Bulgarian,2,0,0,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
BUR,Burmese,1,2,4,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
YUE,Cantonese; Yue Chinese,21,20,16,4,SAN MATEO MEDICAL CENTER #410782,Emergency Department
CHI,Chinese,0,0,1,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
ENG,English,3903,4086,3710,3280,SAN MATEO MEDICAL CENTER #410782,Emergency Department
FIN,Finnish,0,0,0,1,SAN MATEO MEDICAL CENTER #410782,Emergency Department
FRE,French,0,1,3,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
GER,German,0,0,0,1,SAN MATEO MEDICAL CENTER #410782,Emergency Department
GRE,Greek,0,0,0,3,SAN MATEO MEDICAL CENTER #410782,Emergency Department
GUJ,Gujarati,0,1,1,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
HEB,Hebrew,0,0,0,1,SAN MATEO MEDICAL CENTER #410782,Emergency Department
HIN,Hindi,8,18,19,10,SAN MATEO MEDICAL CENTER #410782,Emergency Department
IND,Indonesian,0,2,2,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
JPN,Japanese,0,0,0,1,SAN MATEO MEDICAL CENTER #410782,Emergency Department
KOR,Korean,3,1,4,6,SAN MATEO MEDICAL CENTER #410782,Emergency Department
LAO,Lao,2,0,0,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
CMN,Mandarin,50,43,52,17,SAN MATEO MEDICAL CENTER #410782,Emergency Department
MON,Mongolian,7,4,2,1,SAN MATEO MEDICAL CENTER #410782,Emergency Department
MKH,Mon-Khmer,1,0,1,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
NAV,Navajo,0,1,0,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
NEP,Nepali,4,4,9,7,SAN MATEO MEDICAL CENTER #410782,Emergency Department
PAN,Panjabi; Punjabi,0,0,0,5,SAN MATEO MEDICAL CENTER #410782,Emergency Department
PER,Persian,13,12,10,13,SAN MATEO MEDICAL CENTER #410782,Emergency Department
POR,Portuguese,270,250,256,214,SAN MATEO MEDICAL CENTER #410782,Emergency Department
RUS,Russian,22,29,27,32,SAN MATEO MEDICAL CENTER #410782,Emergency Department
SMO,Samoan,1,0,1,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
SGN,Sign Language,3,4,1,5,SAN MATEO MEDICAL CENTER #410782,Emergency Department
SIN,Sinhalese,0,1,0,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
SPA,Spanish,5508,5859,5570,5276,SAN MATEO MEDICAL CENTER #410782,Emergency Department
SWA,Swahili,0,0,1,0,SAN MATEO MEDICAL CENTER #410782,Emergency Department
TGL,Tagalog,55,42,44,55,SAN MATEO MEDICAL CENTER #410782,Emergency Department
THA,Thai,0,2,5,5,SAN MATEO MEDICAL CENTER #410782,Emergency Department
TON,Tonga,10,13,13,1,SAN MATEO MEDICAL CENTER #410782,Emergency Department
TUR,Turkish,70,75,78,98,SAN MATEO MEDICAL CENTER #410782,Emergency Department
UKR,Ukrainian,5,2,2,2,SAN MATEO MEDICAL CENTER #410782,Emergency Department
URD,Urdu,1,1,0,1,SAN MATEO MEDICAL CENTER #410782,Emergency Department
VIE,Vietnamese,9,9,4,6,SAN MATEO MEDICAL CENTER #410782,Emergency Department
999,Unknown,24,24,26,55,SAN MATEO MEDICAL CENTER #410782,Emergency Department
ARA,Arabic,4,6,4,1,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
CHI,Chinese,21,16,26,18,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
DAN,Danish,1,0,2,1,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
ENG,English,4399,4692,4379,4219,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
EST,Estonian,0,1,0,1,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
PES,Farsi,6,4,10,5,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
FIL,Filipino,0,1,0,4,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
FRE,French,1,0,1,2,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
GER,German,2,0,0,0,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
HEB,Hebrew,0,0,0,1,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
HMN,Hmong,0,0,0,2,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
HUN,Hungarian,0,0,0,5,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
IND,Indonesian,2,0,0,11,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
ITA,Italian,1,0,0,1,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
JPN,Japanese,0,1,0,0,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
KOR,Korean,3,2,3,1,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
LAO,Lao,0,1,0,0,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
MAR,Marathi,0,1,0,0,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
POR,Portuguese,0,1,6,2,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
RUS,Russian,5,6,4,9,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
SGN,Sign Language,1,0,0,0,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
SPA,Spanish,63,77,71,55,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
TGL,Tagalog,0,2,0,1,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
THA,Thai,1,0,0,1,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
TUR,Turkish,1,0,0,0,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
UKR,Ukrainian,1,1,1,2,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
VIE,Vietnamese,2,1,1,0,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
999,Unknown,14,12,19,23,SAN RAMON REGIONAL MEDICAL CENTER #074017,Emergency Department
AMH,Amharic,0,0,1,0,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
ARA,Arabic,2,2,2,2,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
ARM,Armenian,0,1,1,0,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
YUE,Cantonese; Yue Chinese,0,0,1,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
CHI,Chinese,0,1,2,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
ENG,English,8809,9324,9609,9565,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
PES,Farsi,4,0,3,3,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
FRE,French,5,4,2,2,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
GER,German,1,5,3,2,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
GRE,Greek,1,0,1,2,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
GUJ,Gujarati,0,1,0,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
HEB,Hebrew,0,0,0,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
HIN,Hindi,0,1,2,0,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
HUN,Hungarian,0,1,0,0,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
IND,Indonesian,1,0,0,0,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
ITA,Italian,1,0,1,1,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
JPN,Japanese,1,0,0,0,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
KOR,Korean,2,1,3,2,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
CMN,Mandarin,1,5,10,4,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
NAV,Navajo,2,0,0,2,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
,Not Provided/Blank,6,10,8,11,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
PAN,Panjabi; Punjabi,1,1,0,0,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
POR,Portuguese,1,4,1,4,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
RUS,Russian,7,14,13,24,SANTA BARBARA COTTAGE HOSPITAL #420514,Emergency Department
